id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link
46530;KECP;medium_airport;Northwest Florida Beaches International Airport;30.357106;-85.795414;69;NA;US;US-FL;Panama City Beach;yes;KECP;ECP;ECP;http://iflybeaches.com;https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport
3503;KEDW;medium_airport;Edwards Air Force Base;34.905399;-117.884003;2312;NA;US;US-CA;Edwards;no;KEDW;EDW;EDW;;https://en.wikipedia.org/wiki/Edwards_Air_Force_Base
19727;KEED;medium_airport;Needles Airport;34.7663002014;-114.623001099;983;NA;US;US-CA;Needles;no;KEED;EED;EED;http://cms.sbcounty.gov/airports/Airports/Needles.aspx;https://en.wikipedia.org/wiki/Needles_Airport
3504;KEEN;medium_airport;Dillant Hopkins Airport;42.898399;-72.270798;488;NA;US;US-NH;Keene;no;KEEN;EEN;EEN;https://ci.keene.nh.us/keene-dillant-hopkins-airport;https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport
19729;KEET;medium_airport;Shelby County Airport;33.17699814;-86.78279877;586;NA;US;US-AL;Alabaster;no;KEET;;EET;https://al-shelbycountytourism.civicplus.com/index.aspx?nid=109;https://en.wikipedia.org/wiki/Shelby_County_Airport_(Alabama)
19731;KEFD;medium_airport;Ellington Airport;29.607299804700002;-95.1587982178;32;NA;US;US-TX;Houston;no;KEFD;EFD;EFD;;https://en.wikipedia.org/wiki/Ellington_Airport_(Texas)
3505;KEGE;medium_airport;Eagle County Regional Airport;39.64260101;-106.9179993;6548;NA;US;US-CO;Eagle;yes;KEGE;EGE;EGE;http://www.eaglecounty.us/airport/;https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport
19735;KEGI;medium_airport;Duke Field;30.65040016;-86.52290344;191;NA;US;US-FL;Crestview;no;KEGI;EGI;EGI;http://www.919sow.afrc.af.mil/;https://en.wikipedia.org/wiki/Duke_Field
3506;KEKA;medium_airport;Murray Field;40.803398;-124.112999;7;NA;US;US-CA;Eureka;no;KEKA;EKA;EKA;;https://en.wikipedia.org/wiki/Murray_Field
3507;KEKN;medium_airport;Elkins-Randolph County Regional Airport;38.889759;-79.857651;1987;NA;US;US-WV;Elkins;no;KEKN;EKN;EKN;http://www.elkinsairport.com/;
3508;KEKO;medium_airport;Elko Regional Airport;40.82490158081055;-115.79199981689453;5140;NA;US;US-NV;Elko;yes;KEKO;EKO;EKO;;https://en.wikipedia.org/wiki/Elko_Regional_Airport
3509;KELD;medium_airport;South Arkansas Regional Airport at Goodwin Field;33.221001;-92.813301;277;NA;US;US-AR;El Dorado;yes;KELD;ELD;ELD;;https://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field
3510;KELM;medium_airport;Elmira Corning Regional Airport;42.1599006652832;-76.8916015625;954;NA;US;US-NY;Elmira/Corning;yes;KELM;ELM;ELM;;https://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport
3511;KELO;medium_airport;Ely Municipal Airport;47.82450104;-91.83070374;1456;NA;US;US-MN;Ely;no;KELO;LYU;ELO;http://www.ely.mn.us/index.asp?Type=B_BASIC&SEC=%7B936B252D-C48B-42BD-B996-37F320A6CFF7%7D;https://en.wikipedia.org/wiki/Ely_Municipal_Airport
3512;KELP;medium_airport;El Paso International Airport;31.807199;-106.377998;3959;NA;US;US-TX;El Paso;yes;KELP;ELP;ELP;https://elpasointernationalairport.com/;https://en.wikipedia.org/wiki/El_Paso_International_Airport
19753;KELY;medium_airport;Ely Airport Yelland Field;39.29970169;-114.8420029;6259;NA;US;US-NV;Ely;no;KELY;ELY;ELY;;https://en.wikipedia.org/wiki/Ely_Airport
3513;KEND;medium_airport;Vance Air Force Base;36.339199;-97.916496;1307;NA;US;US-OK;Enid;no;KEND;END;END;http://www.vance.af.mil/;https://en.wikipedia.org/wiki/Vance_Air_Force_Base
19760;KENV;medium_airport;Wendover Airport;40.7187004089;-114.03099823;4237;NA;US;US-UT;Wendover;no;KENV;ENV;ENV;;https://en.wikipedia.org/wiki/Wendover_Airport
3514;KENW;medium_airport;Kenosha Regional Airport;42.59569931;-87.92780304;742;NA;US;US-WI;Kenosha;no;KENW;ENW;ENW;http://www.kenosha.org/departments/airport/;https://en.wikipedia.org/wiki/Kenosha_Regional_Airport
3515;KERI;medium_airport;Erie International Tom Ridge Field;42.083127;-80.173867;732;NA;US;US-PA;Erie;yes;KERI;ERI;ERI;;https://en.wikipedia.org/wiki/Erie_International_Airport
19770;KESC;medium_airport;Delta County Airport;45.723199;-87.088623;609;NA;US;US-MI;Escanaba;yes;KESC;ESC;ESC;;https://en.wikipedia.org/wiki/Delta_County_Airport
3516;KESF;medium_airport;Esler Army Airfield / Esler Regional Airport;31.394266;-92.294082;112;NA;US;US-LA;Alexandria;no;KESF;ESF;ESF;http://www.alexandria-louisiana.com/esler-field-louisiana.htm;https://en.wikipedia.org/wiki/Esler_Airfield
3517;KEUG;medium_airport;Mahlon Sweet Field;44.12459945678711;-123.21199798583984;374;NA;US;US-OR;Eugene;yes;KEUG;EUG;EUG;;https://en.wikipedia.org/wiki/Eugene_Airport
3518;KEVV;medium_airport;Evansville Regional Airport;38.0369987488;-87.5324020386;418;NA;US;US-IN;Evansville;yes;KEVV;EVV;EVV;;https://en.wikipedia.org/wiki/Evansville_Regional_Airport
19782;KEVW;medium_airport;Evanston-Uinta County Airport-Burns Field;41.27479935;-111.0350037;7143;NA;US;US-WY;Evanston;no;KEVW;EVW;EVW;;
3519;KEWB;medium_airport;New Bedford Regional Airport;41.67610168457031;-70.95690155029297;80;NA;US;US-MA;New Bedford;yes;KEWB;EWB;EWB;;https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport
3520;KEWN;medium_airport;Coastal Carolina Regional Airport;35.0730018616;-77.04290008539999;18;NA;US;US-NC;New Bern;yes;KEWN;EWN;EWN;;https://en.wikipedia.org/wiki/Craven_County_Regional_Airport
3521;KEWR;large_airport;Newark Liberty International Airport;40.692501;-74.168701;18;NA;US;US-NJ;Newark;yes;KEWR;EWR;EWR;http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html;https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport
3522;KEYW;medium_airport;Key West International Airport;24.556101;-81.759598;3;NA;US;US-FL;Key West;yes;KEYW;EYW;EYW;;https://en.wikipedia.org/wiki/Key_West_International_Airport
19843;KFAF;medium_airport;Felker Army Air Field;37.1325;-76.608803;12;NA;US;US-VA;Newport News (Fort Eustis);no;KFAF;FAF;FAF;;
3523;KFAR;medium_airport;Hector International Airport;46.92070007324219;-96.81580352783203;902;NA;US;US-ND;Fargo;yes;KFAR;FAR;FAR;http://www.fargoairport.com/;https://en.wikipedia.org/wiki/Hector_International_Airport
3524;KFAT;medium_airport;Fresno Yosemite International Airport;36.776199;-119.718002;336;NA;US;US-CA;Fresno;yes;KFAT;FAT;FAT;https://flyfresno.com/;https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport
3525;KFAY;medium_airport;Fayetteville Regional Airport - Grannis Field;34.991199;-78.880302;189;NA;US;US-NC;Fayetteville;yes;KFAY;FAY;FAY;;https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport
3526;KFBG;medium_airport;Simmons Army Air Field;35.13180161;-78.93669891;244;NA;US;US-NC;Fort Bragg;no;KFBG;FBG;FBG;;https://en.wikipedia.org/wiki/Simmons_Army_Airfield
19851;KFCS;medium_airport;Butts AAF (Fort Carson) Air Field;38.67839813;-104.7570038;5838;NA;US;US-CO;Fort Carson;no;KFCS;FCS;FCS;;
19857;KFDY;medium_airport;Findlay Airport;41.013500213600004;-83.66870117190001;813;NA;US;US-OH;Findlay;no;KFDY;FDY;FDY;http://www.ci.findlay.oh.us/?id=56;https://en.wikipedia.org/wiki/Findlay_Airport
3528;KFFO;medium_airport;Wright-Patterson Air Force Base;39.826099;-84.048302;823;NA;US;US-OH;Dayton;no;KFFO;FFO;FFO;http://www.wpafb.af.mil/;https://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base
19868;KFHR;medium_airport;Friday Harbor Airport;48.523654;-123.024645;113;NA;US;US-WA;Friday Harbor;yes;KFHR;FRD;FHR;http://www.portfridayharbor.org/?page_id=49;https://en.wikipedia.org/wiki/Friday_Harbor_Airport
3529;KFHU;medium_airport;Sierra Vista Municipal Airport / Libby Army Air Field;31.587383;-110.348225;4719;NA;US;US-AZ;Fort Huachuca / Sierra Vista;no;KFHU;FHU;FHU;;https://en.wikipedia.org/wiki/Sierra_Vista_Municipal_Airport
19872;KFKL;medium_airport;Venango Regional Airport;41.3778991699;-79.8603973389;1540;NA;US;US-PA;Franklin;no;KFKL;FKL;FKL;;https://en.wikipedia.org/wiki/Venango_Regional_Airport
3530;KFLG;medium_airport;Flagstaff Pulliam International Airport;35.1385;-111.670998;7014;NA;US;US-AZ;Flagstaff;yes;KFLG;FLG;FLG;;https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport
3531;KFLL;large_airport;Fort Lauderdale Hollywood International Airport;26.072599;-80.152702;9;NA;US;US-FL;Fort Lauderdale;yes;KFLL;FLL;FLL;http://www.broward.org/airport;https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport
3532;KFLO;medium_airport;Florence Regional Airport;34.18539810180664;-79.7238998413086;146;NA;US;US-SC;Florence;yes;KFLO;FLO;FLO;;https://en.wikipedia.org/wiki/Florence_Regional_Airport
3534;KFME;medium_airport;Tipton Airport;39.08539962769999;-76.7593994141;150;NA;US;US-MD;Fort Meade(Odenton);no;KFME;FME;FME;http://tiptonairport.org/;https://en.wikipedia.org/wiki/Tipton_Airport
19881;KFMN;medium_airport;Four Corners Regional Airport;36.741199;-108.230003;5506;NA;US;US-NM;Farmington;no;KFMN;FMN;FMN;;https://en.wikipedia.org/wiki/Four_Corners_Regional_Airport
19882;KFMY;medium_airport;Page Field;26.58659935;-81.86329650879999;17;NA;US;US-FL;Fort Myers;no;KFMY;FMY;FMY;http://www.flylcpa.com/aboutfmy;https://en.wikipedia.org/wiki/Page_Field
19885;KFNL;medium_airport;Northern Colorado Regional Airport;40.44969;-105.011272;5016;NA;US;US-CO;Loveland;no;KFNL;FNL;FNL;http://www.flynoco.com/;https://en.wikipedia.org/wiki/Northern_Colorado_Regional_Airport
3535;KFNT;medium_airport;Bishop International Airport;42.96540069580078;-83.74359893798828;782;NA;US;US-MI;Flint;yes;KFNT;FNT;FNT;;https://en.wikipedia.org/wiki/Bishop_International_Airport
3536;KFOD;medium_airport;Fort Dodge Regional Airport;42.552624;-94.191237;1156;NA;US;US-IA;Fort Dodge;yes;KFOD;FOD;FOD;;https://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport
3537;KFOE;medium_airport;Topeka Regional Airport;38.950901;-95.663597;1078;NA;US;US-KS;Topeka;no;KFOE;FOE;FOE;;https://en.wikipedia.org/wiki/Topeka_Regional_Airport
3538;KFPR;medium_airport;St Lucie County International Airport;27.49510002;-80.36830139;24;NA;US;US-FL;Fort Pierce;no;KFPR;FPR;FPR;;https://en.wikipedia.org/wiki/St._Lucie_County_International_Airport
3539;KFRG;medium_airport;Republic Airport;40.7288017273;-73.4133987427;82;NA;US;US-NY;Farmingdale;no;KFRG;FRG;FRG;http://www.republicairport.net/;https://en.wikipedia.org/wiki/Republic_Airport
3540;KFRI;medium_airport;Marshall Army Air Field;39.053021;-96.764202;1065;NA;US;US-KS;Fort Riley (Junction City);no;KFRI;FRI;FRI;;https://en.wikipedia.org/wiki/Marshall_Army_Airfield
3541;KFSD;medium_airport;Sioux Falls Regional Airport / Joe Foss Field;43.585463;-96.741152;1429;NA;US;US-SD;Sioux Falls;yes;KFSD;FSD;FSD;http://www.sfairport.com/;https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport
3542;KFSI;medium_airport;Henry Post Army Air Field;34.649799;-98.402199;1189;NA;US;US-OK;Fort Sill;no;KFSI;FSI;FSI;http://sill-www.army.mil/History/Airfield/henrypost.htm;https://en.wikipedia.org/wiki/Henry_Post_Army_Airfield
3543;KFSM;medium_airport;Fort Smith Regional Airport;35.336601;-94.367401;469;NA;US;US-AR;Fort Smith;yes;KFSM;FSM;FSM;;https://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport
19900;KFST;medium_airport;Fort Stockton Pecos County Airport;30.9157009125;-102.916000366;3011;NA;US;US-TX;Fort Stockton;no;KFST;FST;FST;;https://en.wikipedia.org/wiki/Fort_Stockton%E2%80%93Pecos_County_Airport
3544;KFTK;medium_airport;Godman Army Air Field;37.907100677500004;-85.9720993042;756;NA;US;US-KY;Fort Knox;no;KFTK;FTK;FTK;;https://en.wikipedia.org/wiki/Godman_Army_Airfield
3545;KFTW;medium_airport;Fort Worth Meacham International Airport;32.819801;-97.362396;710;NA;US;US-TX;Fort Worth;no;KFTW;FTW;FTW;http://meacham.com/;https://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport
3546;KFTY;medium_airport;Fulton County Airport Brown Field;33.7790985107;-84.5214004517;841;NA;US;US-GA;Atlanta;no;KFTY;FTY;FTY;http://www.fultoncountyga.gov/component/content/article/223-general-services/2098-fulton-county-airport-brown-field;https://en.wikipedia.org/wiki/Fulton_County_Airport_(Georgia)
3547;KFWA;medium_airport;Fort Wayne International Airport;40.9785;-85.195099;814;NA;US;US-IN;Fort Wayne;yes;KFWA;FWA;FWA;https://fwairport.com/;https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport
19912;KFXE;medium_airport;Fort Lauderdale Executive Airport;26.1972999573;-80.1707000732;13;NA;US;US-FL;Fort Lauderdale;no;KFXE;FXE;FXE;http://www.fortlauderdale.gov/fxE/index.htm;https://en.wikipedia.org/wiki/Fort_Lauderdale_Executive_Airport
3548;KFYV;medium_airport;Drake Field;36.00510025024414;-94.17009735107422;1251;NA;US;US-AR;Fayetteville;no;KFYV;FYV;FYV;;https://en.wikipedia.org/wiki/Drake_Field
19929;KGCC;medium_airport;Northeast Wyoming Regional Airport;44.3489;-105.539001;4365;NA;US;US-WY;Gillette;yes;KGCC;GCC;GCC;http://www.iflygillette.com/;https://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport
3550;KGCK;medium_airport;Garden City Regional Airport;37.9275016785;-100.723999023;2891;NA;US;US-KS;Garden City;yes;KGCK;GCK;GCK;;https://en.wikipedia.org/wiki/Garden_City_Regional_Airport
3551;KGCN;medium_airport;Grand Canyon National Park Airport;35.9524;-112.147003;6609;NA;US;US-AZ;Grand Canyon - Tusayan;yes;KGCN;GCN;GCN;http://www.azdot.gov/aviation/airports/airports_list.asp?FAA=GCN;https://en.wikipedia.org/wiki/Grand_Canyon_National_Park_Airport
19936;KGDV;medium_airport;Dawson Community Airport;47.137658;-104.80691;2458;NA;US;US-MT;Glendive;yes;KGDV;GDV;GDV;;https://en.wikipedia.org/wiki/Dawson_Community_Airport
3552;KGEG;medium_airport;Spokane International Airport;47.6199;-117.533997;2376;NA;US;US-WA;Spokane;yes;KGEG;GEG;GEG;https://spokaneairports.net/;https://en.wikipedia.org/wiki/Spokane_International_Airport
3553;KGFK;medium_airport;Grand Forks International Airport;47.949299;-97.176102;845;NA;US;US-ND;Grand Forks;yes;KGFK;GFK;GFK;http://www.gfkairport.com/;https://en.wikipedia.org/wiki/Grand_Forks_International_Airport
3554;KGFL;medium_airport;Floyd Bennett Memorial Airport;43.3412017822;-73.6102981567;328;NA;US;US-NY;Glens Falls;no;KGFL;GFL;GFL;http://www.warrencountydpw.com/airport_07/;https://en.wikipedia.org/wiki/Floyd_Bennett_Memorial_Airport
3555;KGGG;medium_airport;East Texas Regional Airport;32.38399887084961;-94.71150207519531;365;NA;US;US-TX;Longview;yes;KGGG;GGG;GGG;;https://en.wikipedia.org/wiki/East_Texas_Regional_Airport
3556;KGGW;medium_airport;Glasgow Valley County Airport Wokal Field;48.212502;-106.614998;2296;NA;US;US-MT;Glasgow;yes;KGGW;GGW;GGW;http://www.glasgowmtairport.com/;https://en.wikipedia.org/wiki/Glasgow_Airport_(US)
3557;KGJT;medium_airport;Grand Junction Regional Airport;39.126663;-108.529387;4858;NA;US;US-CO;Grand Junction;yes;KGJT;GJT;GJT;http://www.gjairport.com/;https://en.wikipedia.org/wiki/Grand_Junction_Regional_Airport
19956;KGLD;medium_airport;Goodland Municipal Airport;39.370701;-101.699753;3656;NA;US;US-KS;Goodland;no;KGLD;GLD;GLD;;https://en.wikipedia.org/wiki/Goodland_Municipal_Airport
19958;KGLH;medium_airport;Mid Delta Regional Airport;33.482899;-90.985603;131;NA;US;US-MS;Greenville;yes;KGLH;GLH;GLH;;https://en.wikipedia.org/wiki/Greenville_Mid-Delta_Airport
3558;KGLS;medium_airport;Scholes International At Galveston Airport;29.265301;-94.860397;6;NA;US;US-TX;Galveston;no;KGLS;GLS;GLS;;https://en.wikipedia.org/wiki/Scholes_International_Airport_at_Galveston
19963;KGMU;medium_airport;Greenville Downtown Airport;34.847903;-82.350217;1048;NA;US;US-SC;Greenville;no;KGMU;GMU;GMU;http://www.greenvilledowntownairport.com/;https://en.wikipedia.org/wiki/Greenville_Downtown_Airport
3559;KGNV;medium_airport;Gainesville Regional Airport;29.6900997162;-82.2717971802;152;NA;US;US-FL;Gainesville;yes;KGNV;GNV;GNV;;https://en.wikipedia.org/wiki/Gainesville_Regional_Airport
3560;KGON;medium_airport;Groton New London Airport;41.330101;-72.045097;9;NA;US;US-CT;Groton;no;KGON;GON;GON;https://ctairports.org/airports/groton-newlondon/;https://en.wikipedia.org/wiki/Groton-New_London_Airport
3527;KGPI;medium_airport;Glacier Park International Airport;48.31050109863281;-114.25599670410156;2977;NA;US;US-MT;Kalispell;yes;KGPI;FCA;GPI;http://www.iflyglacier.com/;https://en.wikipedia.org/wiki/Glacier_Park_International_Airport
3561;KGPT;medium_airport;Gulfport Biloxi International Airport;30.407301;-89.070099;28;NA;US;US-MS;Gulfport;yes;KGPT;GPT;GPT;;https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport
3562;KGRB;medium_airport;Austin Straubel International Airport;44.483459;-88.130805;695;NA;US;US-WI;Green Bay;yes;KGRB;GRB;GRB;;https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport
3563;KGRF;medium_airport;Gray Army Air Field;47.07920074;-122.5810013;300;NA;US;US-WA;Fort Lewis/Tacoma;no;KGRF;GRF;GRF;;https://en.wikipedia.org/wiki/Gray_Army_Airfield
3564;KGRI;medium_airport;Central Nebraska Regional Airport;40.967498779296875;-98.30960083007812;1847;NA;US;US-NE;Grand Island;yes;KGRI;GRI;GRI;;https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport
3565;KGRK;medium_airport;Killeen Regional Airport / Robert Gray Army Airfield;31.0672;-97.828903;1015;NA;US;US-TX;Fort Cavazos;yes;KGRK;GRK;GRK;;https://en.wikipedia.org/wiki/Killeen_Regional_Airport
3566;KGRR;medium_airport;Gerald R. Ford International Airport;42.88079834;-85.52279663;794;NA;US;US-MI;Grand Rapids;yes;KGRR;GRR;GRR;;https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport
3567;KGSB;medium_airport;Seymour Johnson Air Force Base;35.339401;-77.960602;109;NA;US;US-NC;Goldsboro;no;KGSB;GSB;GSB;http://www.seymourjohnson.af.mil/;https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base
3568;KGSO;medium_airport;Piedmont Triad International Airport;36.097801;-79.937302;925;NA;US;US-NC;Greensboro;yes;KGSO;GSO;GSO;;https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport
3569;KGSP;medium_airport;Greenville Spartanburg International Airport;34.895699;-82.218903;964;NA;US;US-SC;Greer;yes;KGSP;GSP;GSP;;https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport
3570;KGTB;medium_airport;Wheeler Sack Army Air Field;44.05559921;-75.71949768;688;NA;US;US-NY;Fort Drum;no;KGTB;;GTB;;https://en.wikipedia.org/wiki/Wheeler-Sack_Army_Airfield
3571;KGTF;medium_airport;Great Falls International Airport;47.48199844;-111.3710022;3680;NA;US;US-MT;Great Falls;yes;KGTF;GTF;GTF;;https://en.wikipedia.org/wiki/Great_Falls_International_Airport
19982;KGTR;medium_airport;Golden Triangle Regional Airport;33.450298;-88.5914;264;NA;US;US-MS;Columbus/W Point/Starkville;yes;KGTR;GTR;GTR;;https://en.wikipedia.org/wiki/Golden_Triangle_Regional_Airport
19984;KGUC;medium_airport;Gunnison Crested Butte Regional Airport;38.534672;-106.934566;7680;NA;US;US-CO;Gunnison;yes;KGUC;GUC;GUC;;https://en.wikipedia.org/wiki/Gunnison-Crested_Butte_Regional_Airport
3572;KGUP;medium_airport;Gallup Municipal Airport;35.511653;-108.788166;6472;NA;US;US-NM;Gallup;yes;KGUP;GUP;GUP;;https://en.wikipedia.org/wiki/Gallup_Municipal_Airport
3573;KGUS;medium_airport;Grissom Air Reserve Base;40.648102;-86.1521;812;NA;US;US-IN;Peru;no;KGUS;GUS;GUS;http://www.grissom.afrc.af.mil/;https://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base
19985;KGUY;medium_airport;Guymon Municipal Airport;36.6851005554;-101.508003235;3123;NA;US;US-OK;Guymon;no;KGUY;GUY;GUY;http://www.guymonok.org/index.aspx?NID=179;https://en.wikipedia.org/wiki/Guymon_Municipal_Airport
3574;KGWO;medium_airport;Greenwood–Leflore Airport;33.495025;-90.088204;162;NA;US;US-MS;Greenwood;no;KGWO;GWO;GWO;http://greenwoodms.com/index.aspx?nid=113;https://en.wikipedia.org/wiki/Greenwood%E2%80%93Leflore_Airport
19997;KGYI;medium_airport;North Texas Regional Airport Perrin Field;33.7141;-96.673698;749;NA;US;US-TX;Denison;no;KGYI;PNX;GYI;http://www.northtexasregionalairport.com/;https://en.wikipedia.org/wiki/North_Texas_Regional_Airport
3575;KGYY;medium_airport;Gary Chicago International Airport;41.61629867553711;-87.41280364990234;591;NA;US;US-IN;Gary;no;KGYY;GYY;GYY;;https://en.wikipedia.org/wiki/Gary/Chicago_International_Airport
20027;KHBG;medium_airport;Hattiesburg Bobby L Chain Municipal Airport;31.26479912;-89.25279999;151;NA;US;US-MS;Hattiesburg;no;KHBG;HBG;HBG;;https://en.wikipedia.org/wiki/Hattiesburg_Bobby_L._Chain_Municipal_Airport
20029;KHBR;medium_airport;Hobart Regional Airport;34.991317;-99.051313;1563;NA;US;US-OK;Hobart;no;KHBR;HBR;HBR;;https://en.wikipedia.org/wiki/Hobart_Regional_Airport
20038;KHDN;medium_airport;Yampa Valley Airport;40.481201;-107.218002;6606;NA;US;US-CO;Hayden;yes;KHDN;HDN;HDN;;https://en.wikipedia.org/wiki/Yampa_Valley_Airport
3576;KHFD;medium_airport;Hartford Brainard Airport;41.736698150635;-72.649398803711;18;NA;US;US-CT;Hartford;no;KHFD;HFD;HFD;;https://en.wikipedia.org/wiki/Hartford-Brainard_Airport
3577;KHGR;medium_airport;Hagerstown Regional Richard A Henson Field;39.708771;-77.728014;703;NA;US;US-MD;Hagerstown;yes;KHGR;HGR;HGR;;https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport
3578;KHHR;medium_airport;Jack Northrop Field Hawthorne Municipal Airport;33.922798;-118.334999;66;NA;US;US-CA;Hawthorne;yes;KHHR;HHR;HHR;;https://en.wikipedia.org/wiki/Hawthorne_Municipal_Airport_(California)
3579;KHIB;medium_airport;Range Regional Airport;47.384831;-92.836905;1354;NA;US;US-MN;Hibbing;yes;KHIB;HIB;HIB;;https://en.wikipedia.org/wiki/Range_Regional_Airport
3580;KHIF;medium_airport;Hill Air Force Base;41.12403;-111.973086;4789;NA;US;US-UT;Ogden;no;KHIF;HIF;HIF;http://www.hill.af.mil/;https://en.wikipedia.org/wiki/Hill_Air_Force_Base
20053;KHII;medium_airport;Lake Havasu City International Airport;34.571098;-114.358002;783;NA;US;US-AZ;Lake Havasu City;no;KHII;HII;HII;;https://en.wikipedia.org/wiki/Lake_Havasu_City_Airport
20054;KHIO;medium_airport;Portland Hillsboro Airport;45.540401;-122.949997;208;NA;US;US-OR;Portland;no;KHIO;HIO;HIO;http://www.flypdx.com/Airports/Hillsboro/;https://en.wikipedia.org/wiki/Hillsboro_Airport
3581;KHKY;medium_airport;Hickory Regional Airport;35.74110031;-81.38950348;1190;NA;US;US-NC;Hickory;no;KHKY;HKY;HKY;;https://en.wikipedia.org/wiki/Hickory_Regional_Airport
20061;KHLG;medium_airport;Wheeling Ohio County Airport;40.1749992371;-80.6463012695;1195;NA;US;US-WV;Wheeling;no;KHLG;HLG;HLG;;https://en.wikipedia.org/wiki/Wheeling_Ohio_County_Airport
3582;KHLN;medium_airport;Helena Regional Airport;46.6068;-111.983002;3877;NA;US;US-MT;Helena;yes;KHLN;HLN;HLN;;https://en.wikipedia.org/wiki/Helena_Regional_Airport
3584;KHMN;medium_airport;Holloman Air Force Base;32.852501;-106.107002;4093;NA;US;US-NM;Alamogordo;no;KHMN;HMN;HMN;http://www.holloman.af.mil/;https://en.wikipedia.org/wiki/Holloman_Air_Force_Base
20071;KHOB;medium_airport;Lea County Regional Airport;32.6875;-103.217003;3661;NA;US;US-NM;Hobbs;yes;KHOB;HOB;HOB;;https://en.wikipedia.org/wiki/Lea_County_Regional_Airport
3585;KHON;medium_airport;Huron Regional Airport;44.385201;-98.2285;1289;NA;US;US-SD;Huron;no;KHON;HON;HON;;https://en.wikipedia.org/wiki/Huron_Regional_Airport
3586;KHOP;medium_airport;Campbell Army Airfield (Fort Campbell);36.674154;-87.48974;573;NA;US;US-KY;Fort Campbell;no;KHOP;HOP;HOP;;https://en.wikipedia.org/wiki/Campbell_Army_Airfield
3587;KHOT;medium_airport;Memorial Field Airport;34.4788;-93.096262;540;NA;US;US-AR;Hot Springs;yes;KHOT;HOT;HOT;;https://en.wikipedia.org/wiki/Hot_Springs_Memorial_Field_Airport
3588;KHOU;medium_airport;William P Hobby Airport;29.645399;-95.2789;46;NA;US;US-TX;Houston;yes;KHOU;HOU;HOU;http://www.fly2houston.com/hobbyHome;https://en.wikipedia.org/wiki/William_P._Hobby_Airport
3589;KHPN;medium_airport;Westchester County Airport;41.06700134277344;-73.70760345458984;439;NA;US;US-NY;White Plains;yes;KHPN;HPN;HPN;;https://en.wikipedia.org/wiki/Westchester_County_Airport
3590;KHQM;medium_airport;Bowerman Airport;46.971199035599994;-123.93699646;18;NA;US;US-WA;Hoquiam;no;KHQM;HQM;HQM;http://www.portofgraysharbor.com/airport/airport.php;https://en.wikipedia.org/wiki/Bowerman_Airport
3591;KHRL;medium_airport;Valley International Airport;26.228500366210938;-97.65440368652344;36;NA;US;US-TX;Harlingen;yes;KHRL;HRL;HRL;;https://en.wikipedia.org/wiki/Valley_International_Airport
3592;KHRO;medium_airport;Boone County Airport;36.26150131225586;-93.15470123291016;1365;NA;US;US-AR;Harrison;yes;KHRO;HRO;HRO;;https://en.wikipedia.org/wiki/Boone_County_Airport
20081;KHRT;medium_airport;Hurlburt Field;30.427799;-86.689301;38;NA;US;US-FL;Mary Esther;no;KHRT;;HRT;;https://en.wikipedia.org/wiki/Hurlburt_Field
3593;KHST;medium_airport;Homestead ARB Airport;25.48859978;-80.38359833;5;NA;US;US-FL;Homestead;no;KHST;HST;HST;http://www.homestead.afrc.af.mil/;https://en.wikipedia.org/wiki/Homestead_Air_Reserve_Base
3594;KHSV;medium_airport;Huntsville International Carl T Jones Field;34.637199;-86.775101;629;NA;US;US-AL;Huntsville;yes;KHSV;HSV;HSV;http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc;https://en.wikipedia.org/wiki/Huntsville_International_Airport
